what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1720202362653
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1720202362653
java.specification.name,sysinfo,,,"Java Platform API Specification",1720202362653
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1720202362653
java.specification.version,sysinfo,,,"1.6",1720202362653
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1720202362653
java.version,sysinfo,,,"1.6.0_23",1720202362653
java.vm.info,sysinfo,,,"mixed mode",1720202362653
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1720202362653
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1720202362653
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1720202362653
java.vm.specification.version,sysinfo,,,"1.0",1720202362653
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1720202362653
java.vm.version,sysinfo,,,"19.0-b09",1720202362653
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1720202362778
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1720202364637
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720202364778
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1720202367873
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1720202367935
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720202369654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720202370029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720202381002
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1720202402261
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1720202402308
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720202402636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720202406731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720202496856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720202497981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720202499076
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1720202499248
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720202499528
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1720211591348
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1720211591348
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1720211591348
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1720211591348
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1720211591348
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1720211591348
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1720211591348
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1720211591348
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1720211591348
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1720211591348
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1720211591348
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1720211591348
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1720211591348
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1720211591348
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1720211591348
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1720211591348
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1720211591348
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1720211591348
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1720211591348
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1720211591348
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1720211591348
