what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720321582856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1720321635944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1720321639904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720321682453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720321683409
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321685437
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321699924
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321701574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720321710815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720321712904
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321719482
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720321726067
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321726098
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720321728056
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321729476
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1720321732697
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321732729
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1720321734683
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720321736310
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1720321924630
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720321925825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1720321930712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1720321930870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1720321931027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1720321931199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1720321931372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720321950057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720321950859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1720321954129
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322011040
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322011181
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322022021
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322022178
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322022357
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322022523
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322022664
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1720322023906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720322026232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1720322026264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720322026280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720322027978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720322033213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1720322119133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1720322283388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1720322285289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1720322329774
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720331559242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331611846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331616620
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331621161
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720331622351
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720331624660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331627898
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1720331630415
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331633272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331635149
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720331635149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331638100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331639481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331640226
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331643315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331643718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331647790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331652438
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720331655076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331658959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331661140
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1720331661407
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331663998
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720331664202
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331672801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331684377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331744523
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720331777024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331782650
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1720331785217
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331787873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331788076
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720331788076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331791777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331795461
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1720331795664
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720331795726
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331796320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331797596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331866405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331867974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331877225
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720331883088
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720331893780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331899911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331971533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331980445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720331995018
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1720331999398
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1720332009287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332015862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332024313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332061976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332121773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332122967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332137406
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1720332186883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332195321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1720332198766
